20.24,47.54,54.92,51.34,10.93,14.98,9.74,7.85,0.0
14.39,36.19,61.27,41.04,9.26,15.23,9.76,6.02,0.0
25.02,55.37,64.22,40.18,12.4,15.3,13.94,16.33,0.0
25.6,53.94,64.98,44.84,16.39,14.17,15.53,10.9,0.0
17.0,39.58,52.33,49.78,16.63,15.23,15.14,10.57,0.0
19.78,42.29,62.34,39.94,16.32,21.66,12.08,6.49,0.0
23.56,53.28,61.64,40.99,12.37,12.28,10.61,8.02,0.0
24.04,51.18,51.45,33.53,13.33,11.42,12.13,9.67,0.0
13.63,35.02,59.61,23.6,10.53,12.37,11.22,5.34,0.0
23.51,42.48,65.63,38.25,15.92,15.24,14.64,10.82,0.0
22.47,41.72,49.83,24.86,10.92,17.37,11.28,11.07,0.0
18.37,44.02,67.88,40.1,15.94,16.13,9.52,8.54,0.0
24.46,39.73,46.4,45.28,17.03,20.21,12.05,8.35,0.0
19.74,46.05,64.89,28.87,19.21,17.12,12.95,9.52,0.0
22.62,37.91,53.48,40.24,17.69,17.41,13.53,9.08,0.0
23.42,34.63,54.38,32.65,14.54,16.63,16.6,8.41,0.0
21.01,37.62,52.32,33.88,14.68,16.41,6.61,6.28,0.0
18.12,47.8,41.0,33.0,13.74,15.64,12.77,6.64,0.0
15.95,46.55,59.25,51.64,14.63,17.25,13.59,8.04,0.0
19.65,43.5,53.69,31.5,16.35,18.58,13.62,8.72,0.0
