51.9,39.3,27.19,65.8,15.02,15.09,27.51,31.04,0.0
57.76,43.71,34.1,53.61,16.47,19.53,33.86,35.36,0.0
72.43,53.64,33.57,47.64,15.68,17.51,30.74,33.25,0.0
53.78,44.22,23.58,64.98,15.01,18.73,35.48,47.46,0.0
48.43,38.62,26.33,65.31,10.26,13.5,32.72,29.89,0.0
58.58,36.81,28.47,55.1,11.98,16.99,30.13,29.73,0.0
66.52,45.74,29.19,54.81,11.87,11.28,30.45,37.9,0.0
54.36,54.21,24.55,62.94,16.09,11.83,27.9,39.6,0.0
62.37,36.7,24.63,54.22,13.56,20.25,39.06,40.74,0.0
60.7,39.63,20.59,32.67,14.43,10.58,32.11,50.92,0.0
56.88,49.71,22.54,50.41,13.94,15.74,35.9,46.74,0.0
51.4,52.81,29.23,53.84,14.07,11.86,28.92,28.75,0.0
64.84,48.48,24.76,48.94,12.55,13.85,23.15,21.52,0.0
38.9,37.71,28.15,61.88,12.16,13.86,30.52,36.15,0.0
54.73,37.87,27.56,53.08,9.82,11.2,32.52,39.4,0.0
26.54,30.59,22.3,55.41,13.59,8.82,29.59,30.02,0.0
52.59,46.08,19.39,50.44,12.24,12.6,21.33,38.67,0.0
50.57,47.96,34.87,62.95,12.47,11.17,19.48,34.88,0.0
37.71,52.86,18.79,51.95,11.76,10.34,21.45,23.89,0.0
44.21,43.82,22.8,56.85,12.46,10.96,23.76,19.68,0.0
